id,model,kind,world_scope,is_stop_control,x,y,z,rotation_x,rotation_y,rotation_z,rotation_w,source_ymap
gta-v-sign-0091,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1284.2156,-1202.5989,3.88031,0.0,0.0,-0.16994706,0.9854532,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0092,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1282.282,-1178.9844,3.88031,0.0,0.0,0.8370103,-0.54718715,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0093,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1274.4152,-1283.4923,2.961853,0.0,0.0,0.5471872,0.83701026,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0094,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1260.8734,-441.5792,32.60611,-0.006820003,0.010466005,0.9496265,0.31313515,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_1.ymap
gta-v-sign-0095,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1249.4937,-1259.5676,3.475281,0.0,0.0,0.8123818,-0.5831259,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0096,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1239.0522,-1362.3098,3.088573,0.0,0.0,0.97933376,0.20225096,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0097,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1237.19,-609.74115,26.236351,-0.030304994,0.024775997,0.39547393,0.9176427,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_1.ymap
gta-v-sign-0098,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1234.5848,-1384.9984,2.971619,0.0,0.0,0.5471872,0.83701026,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0099,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1228.7699,-1168.6923,6.531975,0.0,0.0,0.591718,0.806145,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0100,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1215.5117,-1109.0665,6.714539,0.0,0.0,0.8120048,-0.5836509,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0101,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1212.2101,-1236.3441,5.93708,0.0,0.0,0.9907554,0.13566104,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0102,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1211.834,-1261.1595,5.978714,0.0,0.0,0.5606601,0.8280461,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0103,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1193.2305,-1202.4653,6.541443,0.0,0.0,0.7609291,-0.64883506,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0104,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1186.342,-1250.9457,5.911991,0.0,0.0,-0.23346393,0.97236544,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0105,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1182.4895,393.0897,72.92175,0.0,0.0,0.08033003,0.9967683,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0106,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1176.4028,-862.85645,13.083008,0.0,0.0,0.44765595,0.89420587,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0107,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1172.4778,-825.18225,13.225731,0.0,0.0,0.8937572,-0.44855112,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0108,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1172.0647,-1329.0236,4.042744,0.0,0.0,0.9767741,0.21427204,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0109,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1166.6873,-273.72696,36.99376,0.013878999,-0.007967,0.7173259,-0.69655395,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0110,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1164.2666,-1357.9602,3.929203,0.0,0.0,0.5220842,0.852894,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0111,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1157.3411,-854.8848,13.164547,0.0,0.0,-0.304388,0.95254815,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0112,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1153.4109,-1511.5929,3.254456,0.0,0.0,0.46113697,0.887329,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0113,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1150.4858,276.1883,65.503006,0.021692008,0.010642003,0.99968934,0.0061250026,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0114,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1147.6029,-1324.0524,4.046127,0.0,0.0,0.857404,-0.514644,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0115,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1146.9519,-2744.6216,12.970689,0.0,0.0,0.25881898,0.9659258,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_8.ymap
gta-v-sign-0116,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1146.4435,-278.62613,37.108475,-0.011739003,0.010876002,-0.54286104,0.83967006,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0117,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1144.5916,-1356.9718,4.042286,0.0,0.0,-0.22034407,0.9754222,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0118,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1141.4275,-1480.8276,3.16864,0.0,0.0,0.8837391,-0.46798006,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0119,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1133.0576,2664.8086,16.81939,0.0,0.0,0.93969274,0.34201992,update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_hills\cityhills_01\cityhills_01_metadata.rpf\hei_ch1_04b_strm_1.ymap
gta-v-sign-0120,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1132.1277,-269.5883,36.634926,-0.0053619985,0.015077995,-0.09188798,0.99564075,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0121,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1131.4094,-919.82227,1.562508,0.0,0.0,0.96690124,0.25515106,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0122,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1126.8651,-939.10834,1.59713,0.0,0.0,0.5035621,0.8639591,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0123,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1126.2107,-1379.7788,4.117554,0.0,0.0,0.8482562,-0.52958614,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0124,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1120.7363,-1402.9282,4.084229,0.0,0.0,-0.21959904,0.9755902,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0125,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1111.6038,-914.9608,1.58667,0.0,0.0,0.86921185,-0.4944399,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0126,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1111.0825,-1569.1138,3.4245,0.0,0.0,0.46232924,0.8867084,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0127,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1105.6714,-933.62683,1.59713,0.0,0.0,-0.2712881,0.9624982,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0128,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1103.8113,-1422.4143,3.949253,0.0,0.0,0.86495656,-0.5018468,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0129,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1102.0394,-1468.8773,3.991516,0.0,0.0,0.46113697,0.887329,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0130,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1101.1104,-207.47401,36.951683,0.015285002,-0.0047400002,0.8522511,-0.52288806,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0131,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1098.7306,392.40732,68.28372,0.0,0.0,0.84693587,0.5316949,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0132,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1096.8239,-1542.8425,3.236389,0.0,0.0,0.8711183,-0.49107316,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0133,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1091.5479,-1320.0393,4.311993,0.0,0.0,0.49612817,0.8682493,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0134,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1084.174,346.78067,66.37511,0.0,0.0,0.9989271,0.046310008,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0135,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1081.6986,-1463.108,3.991516,0.0,0.0,-0.29882804,0.95430696,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0136,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1079.0155,410.23538,67.909,0.0,0.0,0.99993974,-0.0109819975,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0137,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1077.8428,451.0555,75.28563,0.0,0.0,-0.6988533,0.7152651,update\update.rpf\dlc_patch\mpapartment\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_12_strm_0.ymap
gta-v-sign-0138,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1072.0117,325.04468,65.39307,0.0,0.0,0.0008389997,0.99999964,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0139,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1070.6261,-1470.3846,4.033577,0.0,0.0,0.8870913,-0.4615942,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0140,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1070.1702,382.032,67.9599,0.0,0.0,0.011855998,0.9999297,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0141,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1069.7103,-1023.0548,1.11853,0.0,0.0,0.9672444,0.2538471,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0142,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1067.4554,-1037.6271,1.11853,0.0,0.0,0.50256914,0.86453706,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0143,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1066.6855,346.1396,66.318924,0.0,0.0,-0.64532506,0.7639081,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0144,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1059.1077,404.36172,68.17468,0.0,0.0,-0.698674,0.7154401,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0145,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1056.9661,-1532.033,4.046814,0.0,0.0,0.46232924,0.8867084,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_1.ymap
gta-v-sign-0146,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1054.7723,-1265.243,5.136921,0.0,0.0,0.86648583,-0.4992019,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0147,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1053.8806,-1319.8503,4.55088,0.0,0.0,0.23269586,0.97254956,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_3.ymap
gta-v-sign-0148,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1048.4368,-1034.3367,1.11853,0.0,0.0,-0.2646169,0.9643536,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0149,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1034.857,-2689.6672,12.920652,0.0,0.0,0.9659259,-0.25881898,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_9.ymap
gta-v-sign-0150,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1020.24457,-2418.5574,12.970689,0.0,0.0,0.67559034,0.73727727,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_10.ymap
gta-v-sign-0151,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1017.439,-1113.8077,1.114136,0.0,0.0,0.96811074,0.25052294,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0152,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1013.0761,-1552.424,4.036758,0.0,0.0,0.8870913,-0.4615942,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_4.ymap
gta-v-sign-0153,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1010.78253,388.4318,70.956375,0.0,0.0,0.08033003,0.9967683,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0154,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1009.79346,-2703.5093,12.920652,0.0,0.0,0.9659259,-0.25881898,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_9.ymap
gta-v-sign-0155,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-995.3754,-1125.5669,1.127563,0.0,0.0,-0.25509295,0.96691656,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_4.ymap
gta-v-sign-0156,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-985.4468,-360.46725,36.82515,0.0,0.0,-0.25680906,0.9664622,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_4.ymap
gta-v-sign-0157,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-984.5992,181.43181,63.667835,0.0,0.0,-0.5480631,0.83643705,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_45_strm_0.ymap
gta-v-sign-0158,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-982.9579,86.42328,50.72019,0.0,0.0,0.8270728,-0.56209487,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0159,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-975.9605,241.41393,67.24866,0.0,0.0,0.4895451,0.871978,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_45_strm_0.ymap
gta-v-sign-0160,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-975.3502,355.555,71.465256,0.0,0.0,0.29621303,0.9551219,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0161,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-967.54663,-1199.9359,3.777008,0.0,0.0,0.96390015,0.26626402,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_4.ymap
gta-v-sign-0162,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-963.10925,-2811.7463,12.970689,0.0,0.0,0.25881898,0.9659258,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_9.ymap
gta-v-sign-0163,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-955.96606,-2139.488,7.930523,0.0019269993,0.005276998,0.93932563,-0.3429809,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_04_strm_4.ymap
gta-v-sign-0164,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-944.7496,76.474915,50.567604,0.0,0.0,-0.30482516,0.9524083,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0165,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-935.232,-208.2993,36.930748,-0.00072500034,0.015987007,0.20284308,0.9790805,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_4.ymap
gta-v-sign-0166,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-928.33545,268.18402,69.40146,0.0,0.0,0.98521966,-0.17129596,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0167,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-921.533,-1276.0328,4.222042,0.0,0.0,0.8660254,-0.50000024,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_39_strm_0.ymap
gta-v-sign-0168,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-921.2901,306.20798,70.15438,0.0,0.0,0.7144636,-0.6996726,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0169,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-908.2449,-2115.3452,7.946636,-0.005114998,-0.0023229993,-0.41349384,0.9104896,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_04_strm_4.ymap
gta-v-sign-0170,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-889.8352,-301.30566,38.650604,0.0,0.0,0.5190082,0.8547693,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_4.ymap
gta-v-sign-0171,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-882.425,-2438.8154,12.745401,0.0,0.0,0.23061104,0.97304606,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_11.ymap
gta-v-sign-0172,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-881.64624,-627.1847,27.208206,0.0,0.0,0.9762959,-0.21643998,update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_cityw\koreatown_01\koreatown_metadata.rpf\hei_kt1_rd_strm_0.ymap
gta-v-sign-0173,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-873.2742,429.55838,86.279465,0.0,0.0,0.69045323,0.7233771,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0174,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-872.9329,-172.68053,36.904358,0.0047819987,0.015271995,0.5252578,0.85079265,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_4.ymap
gta-v-sign-0175,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-871.7067,72.20241,50.962727,0.0,0.0,0.7250984,0.68864536,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0176,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-871.48627,398.76132,86.04578,0.0,0.0,0.7916252,0.6110071,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0177,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-869.5834,-911.29926,14.789551,0.0,0.0,-0.57357574,0.8191526,update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_cityw\koreatown_01\koreatown_metadata.rpf\hei_kt1_rd_strm_0.ymap
gta-v-sign-0178,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-868.57904,91.50192,51.25447,0.0,0.0,0.9999949,0.0032139996,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
gta-v-sign-0179,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-865.1221,-2067.1753,7.996685,-0.005114998,-0.0023229993,-0.41349384,0.9104896,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_04_strm_5.ymap
gta-v-sign-0180,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-864.28705,-2.824615,42.42633,0.0,0.0,0.073232986,0.9973149,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_3.ymap
